name,cpu,ram,gpu,dx,os,sto,spec_class
Captain Tsubasa: Rise of New Champions,Intel Core i5-650 | AMD Phenom II X4 965,4 GB RAM,"Nvidia GeForce GTS 450, 1 GB | AMD Radeon HD 6970, 2 GB",Version 11,"Windows 7, 64-bit",37 GB available space,0
Captain Tsubasa: Rise of New Champions,Intel Core i3-6100 | AMD Ryzen 3 1300X,8 GB RAM,"Nvidia GeForce GTX 750 Ti, 2 GB | AMD Radeon HD 7870, 2 GB",Version 11,"Windows 10, 64-bit",37 GB available space,1
Car Demolition Clicker,Core i3 2x2.1 GHz,4 GB RAM,GeForce GTX 560 or Radeon HD6870,Version 11,Windows 7 / 8 / 10,,0
Car Mechanic Simulator 2015,Core i3 3.1 GHz or AMD Phenom II X3 2.8 GHz,4 GB RAM,GeForce GTX 560 or Radeon HD6870 with 1GB VRAM,Version 9.0c,Windows XP SP3 / Vista / 7 / 8,4 GB available space,0
Car Mechanic Simulator 2015,Core i5-2300 / AMD Athlon X4 760K or better,4 GB RAM,GeForce GTX 670 or Radeon HD7970 with 2 GB VRAM,Version 9.0c,Windows XP SP3 / Vista / 7 / 8,4 GB available space,1
Car Mechanic Simulator 2018,Intel Core i3 3.0 GHz,4 GB RAM,NVidia GeForce GTX 660 2GB VRAM,Version 11,Windows (64-bit) 7 or Newer,20 GB available space,0
Car Mechanic Simulator 2018,Intel Core i5 3.4 GHz,8 GB RAM,NVidia GeForce GTX 970 4GB VRAM,Version 11,Windows (64-bit) 7 or Newer,20 GB available space,1
Car Mechanic Simulator 2021,Intel Core i5 4690 / AMD Ryzen 5 1500X,8 GB RAM,NVidia GeForce GTX 760 2GB,Version 11,Windows (64-bit) 8.1 / 10,35 GB available space,0
Car Mechanic Simulator 2021,Intel Core i5 6600K / AMD Ryzen 7 1700X,16 GB RAM,NVidia GeForce GTX 1070 8GB,Version 11,Windows (64-bit) 8.1 / 10,35 GB available space,1
Car Mechanic Simulator VR,Intel i5-4590 equivalent or greater,8 GB RAM,NVIDIA GTX 970 / AMD Radeon R9 290 or greater,Version 11,"Windows 10, 64-bit",20 GB available space,0
Car Trader Simulator,Core i3 3.1 GHz or AMD Phenom II X3 2.8 GHz,4 GB RAM,(Any),,Windows® 7/8/10,,0
Car Trader Simulator,Core i5-2300 / AMD Athlon X4 760K or better,8 GB RAM,(Any),,Windows® 10,,1
Caravan Sandwitch,"Intel Core i5-3330 3.0 GHz, AMD FX-8300 3.3 GHz",4 GB RAM,"NVIDIA GeForce GTX 760, Radeon R9 270",Version 11,Windows 7,5 GB available space,0
Caravan Sandwitch,"Intel Core i5-4690 3.5 GHz, AMD Ryzen 3 1300X 3.5 GHz",6 GB RAM,"NVIDIA GeForce GTX 1050Ti, Radeon RX 560",Version 11,Windows 10 (64-bit),5 GB available space,1
CardLife: Creative Survival,Intel(R) Core (TM) i5 processor or AMD equivalent,6 GB RAM,Nvidia GeForce 660 GTX or equivalent,,"Windows 7, 64 bit or above",6 GB available space,0
CardLife: Creative Survival,Intel(R) Core (TM) i7 processor or AMD equivalent,12 GB RAM,Nvidia GeForce 1060 GTX 6GB Ram or equivalent,,"Windows 7, 64 bit or above",6 GB available space,1
Caretaker Retribution,Intel i7 processor,4 GB RAM,"NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better",Version 11,Windows 7/8.1/10,4 GB available space,0
Caretaker Retribution,Intel i7 processor,16 GB RAM,NVIDIA GTX 980 Ti,Version 12,Windows 7/8.1/10,4 GB available space,1
Cargo Commander,2 GHz (or 4 GHz for CPUs like Celeron/Duron),2 GB RAM,DirectX 9.0c compatible; integrated or very low budget cards may not work,9.0c,Windows Vista/7,120 MB HD space,0
Carmageddon II: Carpocalypse Now!,Intel Pentium 166MHz CPU,16 Mb RAM,,,Windows 95 or 98 ,200 Mb Free Hard-disk Space ,0
Carmageddon II: Carpocalypse Now!,Intel Pentium 200MHz CPU,32 Mb RAM,DirectX 6* supported D3D graphics card with 4Mb RAM,,Windows 95 or 98,200 Mb Free Hard-disk Space,1
Carmageddon TDR 2000,Intel Pentium II 266 / AMD K6-2 300MHz,32 MB RAM,Hardware Acceleration Mode/DirectX7 supported D3D Accelerated Graphics Card with 8Mb RAM or above,DirectX7,Win95/98,210 Mb hard drive space,0
Carmageddon: Max Damage,Intel i3-2100 3.1GHz,4 GB RAM,1Gb DirectX 11 (AMD HD 6000 series GPU or equivalent),Version 11,Win 7 64-bit,20 GB available space,0
Carmageddon: Max Damage,Intel i5-3570 3.4GHz,8 GB RAM,2Gb DirectX 11 (AMD HD 7800 series GPU or equivalent),Version 11,Win 7 64-bit,20 GB available space,1
Carmageddon: Reincarnation,Intel i3-2100 3.1GHz,4 GB RAM,1Gb DirectX 11 (AMD HD 6000 series GPU or equivalent),Version 11,Win 7 64-bit,20 GB available space,0
Carmageddon: Reincarnation,Intel i5-3570 3.4GHz,8 GB RAM,2Gb DirectX 11 (AMD HD 7800 series GPU or equivalent),Version 11,Win 7 64-bit,20 GB available space,1
Carrier Command: Gaea Mission,Intel Core2Duo 2.2 Ghz or AMD Dual-Core Athlon 2.5 Ghz or faster ,2 GB,NVIDIA GeForce 8800GT with Shader Model 3 and 512 MB VRAM or faster,9.0c,"Windows XP, Windows Vista or Windows 7 ",4 GB free space ,0
Carrier Command: Gaea Mission,Intel Core i5 or AMD Athlon Phenom X4 or faster ,4 GB,NVIDIA GeForce GTX460 with Shader Model 3 and 1 GB VRAM or faster,9.0c,Windows 7,4 GB free space,1
CARRION,2 core processor,1024 MB RAM,compatible with OpenGL 3.0,,"Windows 7 SP1, 64-bit",500 MB available space,0
Cars 2: The Video Game,3.0 GHz Intel® Pentium® 4 class or AMD Athlon™ 64 3500+ or equivalent processor,1 GB RAM,"256 MB 3D video card supporting Shaders 3.0 (NVIDIA® FX6600 or higher, ATI Radeon™ X800 or higher)
NOTEOnboard (built-in) integrated chipsets are not supported (e.g., Intel® on-board 8xx/9xx series chipsets, SiS and S3 series, ATI® Mobility Radeon® 7500 & X1300)",DirectX 9.0c (included),Microsoft® Windows® 7 / XP® SP3,3 GB uncompressed hard drive space,0
Cart Life,,,,,Windows 95,200 MB HD space,0
Cart Life,,,,,Windows XP or Better,200 MB HD space,1
Cartel Tycoon,i5 and up,4 GB RAM,GTX 960,Version 11,Windows 7 and up,5 GB available space,0
Cartel Tycoon,i7 ~3 Ghz /  Ryzen 7,8 GB RAM,GTX 1060,Version 11,Windows 10,5 GB available space,1
CarX Drift Racing Online,2.66 GHz Intel Core 2 Duo E6700 or 3.00 GHz AMD Athlon 64 X2 6000+,4 GB RAM,512 MB (GeForce 8800 GT / Radeon HD 2900 PRO),Version 9.0c,Windows Vista SP2,2 GB available space,0
CarX Drift Racing Online,Intel® Core™ i3-530 @ 2.93 GHz / AMD Phenom™ II X4 810 @ 2.60 GHz,8 GB RAM,"GeForce GTX 650 Ti 1 GB, Radeon HD 7770 1 GB",Version 9.0c,"Windows 7, 8, 10",2 GB available space,1
CASE: Animatronics,Intel Core2 Quad Q8400,512 MB RAM,NVIDIA GeForce GTX 560 1GB / Radeon R7 250X 1GB,Version 10,Windows 7,1 GB available space,0
CASE: Animatronics,Intel Core i5 3470,2 GB RAM,NVIDIA GeForce GTX 660 Ti 2GB,Version 10,Windows 7,2 GB available space,1
Cashtronauts,2.9 GHz,6 GB RAM,AMD Radeon HD 6670,Version 11,Windows 7,210 MB available space,0
Caster,800 MHz or better                    					,64 MB                    					,16 MB Graphics Card (GeForce 2 or better)                    					,,"Microsoft Windows XP, Vista                    					",32 MB Available Space                    					,0
Castle Crashers,Intel Core 2 Duo 2GHz+ or better,1 GB RAM,256 MB video card,9.0c,Microsoft® Windows® XP / Vista / 7,255 MB HD space,0
Castle Flipper,Intel Core i5,8 GB RAM,RX 570 4GB VRAM / GeForce GTX 960 4GB VRAM,Version 11,"Windows 10, 64-bit",20 GB available space,0
Castle Flipper,Intel Core i7,16 GB RAM,GeForce GTX 1070 8GB VRAM or better,Version 12,"Windows 10, 64-bit",20 GB available space,1
Castle of Illusion,2.8 Ghz Dual Core,2 GB RAM,ATI 2600/Nvidia 8600,11,Windows Vista SP2+,10 GB available space,0
Castle of Illusion,2.4 GHz Quad Core,4 GB RAM,ATI 4850/Nvidia 8800,11,Windows 7,10 GB available space,1
CastleStorm,Single Core CPU @ 1.6GHz,512 MB RAM,GeForce 6600 / Radeon 9800 / Intel HD 2000,9.0,Windows XP/Windows Vista/Windows 7/Windows 8,500 MB HD space,0
CastleStorm,Dual Core CPU @ 2.00GHz,1024 MB RAM,GeForce 8600 / Radeon HD 3650 / Intel HD 4000,9.0c,Windows XP/Windows Vista/Windows 7/Windows 8,800 MB HD space,1
CastleStorm 2,Intel i3 2xxx 2.5 GHz / AMD equivalent,4 GB,Nvidia GeForce 700 series / AMD equivalent	,11,Windows 7,6 GB,0
CastleStorm 2,Intel i3 4xxx 2.5 Ghz or greater / AMD equivalent,8 GB,Nvidia Geforce 900 series / AMD Equivalent,,Windows 10,,1
Castlevania Advance Collection,Intel Core i3-4160,4 GB RAM,(Any),Version 9.0,Windows 10 - 64bit,500 MB available space,0
Castlevania Advance Collection,Intel Core i3-6300,4 GB RAM,GeForce GTX 750Ti (VRAM 2GB),Version 9.0,Windows 10 - 64bit,500 MB available space,1
Castlevania: Lords of Shadow,2.4Ghz Intel Core 2 Duo,1 GB RAM,Direct X9 compatible video card 512Mb Ram,9.0,Windows XP – Service Pack 3,15 GB HD space,0
Castlevania: Lords of Shadow,Quad Core CPU,2 GB RAM,Direct X11 compatible video card with 1024Mb Ram ,11,Windows 7 or higher,15 GB HD space,1
Castlevania: Lords of Shadow 2,2.4Ghz Intel Core 2 Duo or AMD equivalent,2 GB RAM,DirectX 9 compatible video card 512Mb RAM,9.0c,Windows XP Service Pack 3,10 GB available space,0
Castlevania: Lords of Shadow 2,Quad Core CPU,2 GB RAM,DirectX 11 compatible video card with 1024Mb RAM,11,Windows 7 or higher,10 GB available space,1
CAT Interstellar,2 GHz Quad-Core,2 GB RAM,Nvidia GTX 750,Version 9.0,"Windows 7, 8.1, 10",6 GB available space,0
CAT Interstellar,2 GHz Quad-Core,2 GB RAM,Nividia GTX 970,Version 11,"Windows 7, 8.1, 10",6 GB available space,1
Cat Quest,"Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz (4 CPUs), ~3.1GHz",4 GB RAM,Intel(R) HD Graphics 520,,Windows 7,250 MB available space,0
Cat Quest,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,8 GB RAM,Intel(R) HD Graphics 620,Version 12,Windows 10,250 MB available space,1
Cat Quest 2,"Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz (4 CPUs), ~3.1GHz",4 GB RAM,Intel(R) HD Graphics 520,,Windows 7,600 MB available space,0
Cat Quest 2,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,8 GB RAM,Intel(R) HD Graphics 620,Version 12,Windows 10,600 MB available space,1
Catherine Classic,Intel Core i3 (2.9 GHz) or AMD equivalent,4 GB RAM,DX10 compliant video card with 1 GB VRAM (Nvidia GeForce 8 Series or higher / AMD RadeonHD 4870 or higher / Intel HD 2000 or higher),Version 9.0c,Microsoft Windows 7 / 8 (8.1) / 10,20 GB available space,0
Catorize,,256 MB RAM,,,Windows 7,,0
Catorize,,1024 MB RAM,,,Windows 8,,1
Cattails - Become a Cat!,2.0 GHz,4 GB RAM,Intel HD 4000,,Windows 7,200 MB available space,0
Cattails - Become a Cat!,2.66 GHz,8 GB RAM,Intel HD 510,,Windows 10,200 MB available space,1
Cave Story+,Intel Core Solo,128 MB RAM,64 MB RAM,,Windows XP,200 MB HD space,0
Cave Story+,Intel Core Duo 2.0 Ghz and above,512 MB RAM,"256 MB RAM, non-integrated",,Windows 7,200 MB HD space,1
Caves of Qud,1GHz or faster. SSE2 instruction set support.,4 GB RAM,Graphics card:  DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities.,,Windows 7 SP1+,2 GB available space,0
CAYNE,Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHz,4 GB RAM,GeForce 240 GT or Radeon HD 6570 – 1024 MB (1 gig),Version 9.0c,Windows 7/8/10 (64-bit OS required),6 GB available space,0
Cefore,Quad Core,2 GB RAM,Nvidia Geforce GTX 770,Version 11,Win 7,1 GB available space,0
Cefore,Eight Core,4 GB RAM,Nvidia Geforce GTX 960,Version 11,Win 10,2 GB available space,1
Celeste,Intel Core i3-380M,2 GB RAM,Intel HD 4000,Version 10,Windows 7 or newer,1200 MB available space,0
CellFactor: Revolution,2.2 GHz,1 GB RAM,256 MB (GeForce 7800 or better),DirectX 9.0c,Windows XP SP2/Vista,2 GB HDD,0
CellFactor: Revolution,Core 2 Duo 1.8 GHz,2 GB RAM,512 MB (GeForce 7800 or better),DirectX 9.0c,Windows XP SP2/Vista,2 GB HDD,1
CellZenith,PC with 1.6 GHz equivalent or higher processor ,512 MB of system RAM ,64 MB video card ,DirectX 9.0 or above,Microsoft® Windows® XP or Microsoft® Windows® Vista ,100 MB available hard disk space ,0
CellZenith,PC with 1.8 GHz equivalent or higher processor ,1 GB of system RAM ,128 MB video card or better ,DirectX 9.0 or above,Microsoft® Windows® XP or Microsoft® Windows® Vista ,100 MB available hard disk space ,1
Century: Age of Ashes,Intel Core i5 2.6Ghz or AMD FX-8350,6 GB RAM,NVIDIA GTX 760 or AMD RX 560,Version 12,Windows 10/11 64-bit,10 GB available space,0
Century: Age of Ashes,Intel Core i7 2.8Ghz or AMD Ryzen 5 3.2Ghz,8 GB RAM,NVIDIA GTX 970 or AMD RX 580,Version 12,Windows 10/11 64-bit,10 GB available space,1
Ceville,"CPU with 1,7GHz ",512MB ,3D Graphic Card with 256 MB Ram ,DirectX 9.0c ,Windows® XP & Vista ,2GB ,0
Champions of Anteria,Intel i3 2120 @ 3.3 GHz or AMD Phenom II X4 955 @ 3.2 GHz,4 GB RAM,nVidia GeForce GTS450 or AMD Radeon HD5770 (1024 MB VRAM with Shader Model 5.0),,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions)",12 GB available space,0
Champions of Anteria,Intel Core i5 2400 @ 3.1 GHz or AMD FX 6350 @ 3.9 GHz,8 GB RAM,"nVidia GeForce GTX 670 or AMD Radeon HD7870 or better (2048 MB VRAM or more, with Shader Model 5.0)",,"Windows 7 SP1 or Windows 8.1, Windows 10 (64bit versions)",12 GB available space,1
Champions Online,2.5GHz Single Core or 1.8GHz Dual Core,1GB RAM,NVIDIA GeForce 7800 / ATI Radeon X700 or HD / Intel Graphics with Dual Core,DirectX 9.0c,Windows XP/Vista,5GB Free Disk Space,0
Champions Online,2GHz Dual Core or Better,2GB RAM or Better,NVIDIA GeForce 8800 or Better / ATI Radeon HD3850 or Better,DirectX 9.0c,Windows XP/Vista,5GB Free Disk Space,1
Championship Manager 2008,AMD or Intel Dual Core 1.5 GHz processor,256MB Ram,DirectX9 Compatible 3D graphics card with 64MB RAM,DirectX9,Windows XP/Vista,750MB HD space,0
Championship Manager 2008,AMD or Intel Dual Core 2.2 GHz processor,512MB Ram,DirectX9 Compatible 3D graphics card with 64MB RAM,DirectX9,Windows XP/Vista,750MB HD space,1
Championship Manager 4, PIII 600 (or Athlon equivalent),64Mb for one league and small database 128Mb on Windows XP,,DirectX 8.1,Microsoft Windows 98 Second Edition/Windows XP (admin rights required),300MB free disk space for installation. Save games will require more space.,0
Championship Manager 4,P3 1000 (or Athlon XP equivalent),256 Mb (or higher),,DirectX 8.1,Microsoft Windows 98 Second Edition/Windows XP (admin rights required),300MB free disk space for installation. Save games will require more space.,1
Chaos Legion,Intel Pentium III - 1GHz ,128MB RAM ,3D video card (VRAM 64MB) that supports DirectX 8.1 or higher,DirectX 8.1 or higher,Windows 98 / 2000 / Me / XP ,1.2GB hard disk space ,0
Chaos Reborn,"SSE2 instruction set support, or better",2 GB RAM,DX9 (shader model 3) or later,Version 9.0c,Windows XP or later,2 GB available space,0
Charlie Murder,Intel Core 2 Duo 2.8 GHz or equivalent,1 GB RAM,OpenGL 3.0+ support (2.1 with ARB extensions acceptable),,Windows Vista,2 GB available space,0
Charlie Murder,Intel Core 2 Duo or AMD Athlon 64 X2 5600+,2 GB RAM,OpenGL 3.2+ support,,Windows 7,2 GB available space,1
Chaser,"650 MHz, Pentium® III or comparable",128 MB RAM ,DirectX® 8.1 compatible sound- and 3D graphic card (32 MB),DirectX® 8.1,Microsoft Windows® 98SE/ME/2000/XP,"1,35 GB of free hard disk space",0
Chaser,1 GHz Pentium® III or comparable,256 MB RAM ,DirectX® 8.1 compatible sound and 3D graphic card (64 MB) ,DirectX® 8.1,Microsoft Windows® 98SE/ME/2000/XP,"1,35 GB of free hard disk space",1
Chasing Dead,"Intel 2.4 GHz Core 2 Duo, AMD 2.6 GHz Athlon X2",4 GB RAM,"AMD Radeon HD 3870 512Mb or better, NVIDIA GeForce 8800 GT 512 Mb or better, Intel HD 4000 integrated 512Mb or better",Version 11,"Windows XP, Windows Vista (SP2), Windows 7",6000 MB available space,0
Chasing Dead,Intel Core i5 4440 3.1 GHz/AMD FX 8350 4GHz,12 GB RAM,GeForce GTX 960/AMD Radeon R9 380,Version 11,"Windows XP, Windows Vista (SP2), Windows 7 (Recommended is Windows 8.1 64-bit)",6000 MB available space,1
Chasm,Dual Core CPU,1 GB RAM,OpenGL 3.0+ support (2.1 with ARB extensions acceptable),,Windows XP + Service Pack 3,1 GB available space,0
Check Your 6!,Pentium 4 or equivalent,2 GB RAM,512Mb DirectX 9 video card with shader model 2.0,Version 9.0,Windows 7/8/10,1 GB available space,0
Chef Life: A Restaurant Simulator,Intel Core i3-2100 or AMD FX-4100,6 GB RAM,"NVIDIA GeForce GTS 450, 1 GB or AMD Radeon HD 5750, 1 GB or Intel HD Graphics 630",Version 11,"Windows 10, 64-bit",7 GB available space,0
Chef Life: A Restaurant Simulator,Intel Core i5-2400 or AMD FX-8350,6 GB RAM,"NVIDIA GeForce GTX 760, 2 GB or AMD Radeon HD 7870, 2 GB",Version 11,"Windows 10, 64-bit",7 GB available space,1
Chernobylite,Intel Core i5-2500K,8 GB RAM,Geforce GTX 660/GTX 1050/GTX 770M or AMD Radeon R7 260/Integrated Ryzen 7 4800H,Version 11,Windows 7 SP1 (x64),40 GB available space,0
Chernobylite,Intel Core i7-4790K,16 GB RAM,Geforce GTX 970/GTX 1060 or AMD Radeon RX 480/RX 570,Version 11,"Windows 7 SP1 (x64), Windows 8 (x64), Windows 10 (x64)",40 GB available space,1
Chess Ultra,2.0 GHz Dual Core,4 GB RAM,NVIDIA Geforce GTS 450 or AMD Radeon HD 6750,Version 11,Windows Vista,12 GB available space,0
Chess Ultra,2.5+ GHz Quad core,8 GB RAM,NVIDIA Gerforce GTX 780 or 970,Version 11,Windows 10,12 GB available space,1
Chessmaster: Grandmaster Edition,1 GHz Pentium® III processor,256 MB,32 MB DirectX® 9.0c-compliant video card,DirectX 9.0c (included on disc),Windows® Vista®/Windows® XP,600 MB,0
Chessmaster: Grandmaster Edition,1 GHz Pentium® III processor,512 MB,128 MB DirectX® 9.0c-compliant video card,DirectX 9.0c (included on disc),Windows® Vista®/Windows® XP,2.3 GB,1
Chex Quest HD,Intel Core i or AMD Ryzen with 4 physical cores,8 GB RAM,nVidia GTX 960 or AMD Radeon HD 7950,Version 12,"Windows 10 or newer, 64-bit",3 GB available space,0
Chicken Police,Dual Core CPU - 2.6ghz,4 GB RAM,1GB VRAM: Intel HD 3000 GPU / AMD HD 5450 / Nvidia 9400 GT,,Windows 7 32-bit,4600 MB available space,0
Chicken Police: Into the HIVE!,Multi-core 2.5GHz or faster,4 GB RAM,Nvidia GTX 760 or equivalent,Version 11,Windows 10 64-Bit,5 GB available space,0
Chicken Police: Into the HIVE!,Intel Core i5-7400 / AMD Ryzen 3 1200,8 GB RAM,Nvidia GTX 970 or equivalent,Version 11,Windows 10 64-bit,5 GB available space,1
Chicory: A Colorful Tale,Toaster or better,1 GB RAM,Pretty good,Version 9.0,7+,2 GB available space,0
Child of Cooper,Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHz,4 GB,GeForce 240 GT or Radeon HD 6570 – 1024 MB (1 gig),Version 9.0,win 7,3 GB available space,0
Child of Light,Intel Core2Duo E8200 @ 2.6 GHz or AMD Athlon II X2 240 @ 2.8 GHz,2 GB RAM,nVidia GeForce 8800 GT or AMD Radeon HD2900 XT (512MB VRAM with Shader Model 4.0 or higher),10,"Windows 7 SP1, Windows 8/8.1 (32/64bit versions)",3 GB available space,0
Child of Light,Intel Core2Quad Q8400 @ 2.6 GHz or AMD Athlon II X4 620 @ 2.6 GHz,4 GB RAM,nVidia GeForce GTX260 or AMD Radeon HD4870 (512MB VRAM with Shader Model 4.0 or higher),10,"Windows 7 SP1, Windows 8/8.1 (32/64bit versions)",3 GB available space,1
Children of Morta,2.8 GHz Dual Core CPU,4 GB RAM,"GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM",Version 11,64-bit Windows 7,2 GB available space,0
Children of Morta,3.2 GHz Quad Core Processor,8 GB RAM,"GeForce 960, Radeon RX 570 or equivalent with 4GB of video RAM",Version 11,64-bit Windows 10,2 GB available space,1
Children of Zodiarcs,Pentium G4400 /AMD Phenom II X2-550,2 GB RAM,NVIDIA GT 630 /AMD HD R7 250,Version 9.0c,Windows 7/8.1/10 (32-bit or above),3 GB available space,0
Children of Zodiarcs,Intel i3-6300 / AMD A10-7850K,4 GB RAM,NVIDIA GTX 560 1GB /AMD HD 7850,Version 9.0c,Windows 10 (64-bit Version),3 GB available space,1
Chime,1.7 GHz processor,512 MB RAM,"DirectX 9.0c compatible video card, shader model 3.0",DirectX 9.0c,Windows XP (Home Edition/Professional/Media Center Edition/Tablet PC Edition) or Windows Vista (Home Basic/Home Premium/Business/Enterprise/Ultimate) or Windows 7 (Home Premium/Professional/Ultimate) ,180MB,0
Chime,"Pentium 4 processor, 3.0 GHz or better",1 GB RAM,"DirectX 9.0c compatible video card, shader model 3.0",DirectX 9.0c,Windows XP (Home Edition/Professional/Media Center Edition/Tablet PC Edition) or Windows Vista (Home Basic/Home Premium/Business/Enterprise/Ultimate) or Windows 7 (Home Premium/Professional/Ultimate),180MB,1
Chime Sharp,"Dual Core, Intel Core i5 (3rd generation Ivy Bridge)+",4 GB RAM,GeForce 200 series+,,Windows 7+,2 GB available space,0
Chimpact 1 - Chuck's Adventure,1 Ghz,1 GB RAM,DirectX 9 Graphics device,Version 9.0c,Windows 7,100 MB available space,0
Chinatown Detective Agency,Multicore 2.4 GHz or better,6 GB RAM,GeForce 750M / GeForce GTX 650 or better,,"Windows 7 or better, 64-bit",3 GB available space,0
Chip,1.6Ghz Pentium 4 / AMD Athlon II,512 MB RAM,Intel Integrated Graphics 4000,,Windows 7,,0
Chip,1.4Ghz Dual Core Intel i3,512 MB RAM,Intel Integrated Graphics 4000,,Windows 8.1,,1
Chippy,Dual Core 3.0 GHz,2 GB RAM,GeForce 940M,,Windows XP,1 GB available space,0
Chippy,Quad Core 3.5 GHz,8 GB RAM,Geforce 960,Version 11,Windows 10 64bit,1 GB available space,1
Chivalry 2,Intel i3-4370,8 GB,"Nvidia GeForce GTX 660 or AMD Radeon HD 7870, 2 GB",Version 10,Windows 10 64-bit,35 GB available space,0
Chivalry 2,Intel i7 6700 or AMD Ryzen 5 3500x,16 GB,Nvidia GTX 1070 or AMD RX Vega-56,Version 10,Windows 10 64-bit,35 GB available space,1
