name,price,link,company,product_seq,image,cpu_socket,chipset,form_factor,memory_type,memory_number,memory_capacity,xmp,expo,sata3_number,m2_number,m2_interface,m2_formfactor,pcie_version,vga_connection,wireless_lan,wired_lan_speed,phase,graphic_output,back_panel,io_header,feature,reg_date,bookmark
ASRock B760M 스틸레전드 WiFi D5 에즈윈,229308,https://prod.danawa.com/info/?pcode=18646550&cate=112751,ASRock,18646550,//img.danawa.com/prod_img/500000/550/646/img/18646550_1.jpg?shrink=330:*&_v=20230110080016,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,128,2.0,,4,3,10,12,24,PCIe5.0 x16,3,25.0,14.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11440,91,202301,
ASUS ROG MAXIMUS Z790 HERO 코잇,962280,https://prod.danawa.com/info/?pcode=18254819&cate=112751,ASUS,18254819,//img.danawa.com/prod_img/500000/819/254/img/18254819_1.jpg?shrink=330:*&_v=20221111124134,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,1.0,,6,3,11,46,24,PCIe5.0 x16,3,25.0,21.0,3,USB 3.1 / USB 3.0 / 썬더볼트4 / RJ-45 / S/PDIF / 오디오잭,3184,89,202210,
MSI MEG X670E 갓라이크,5948000,https://prod.danawa.com/info/?pcode=18153362&cate=112751,MSI,18153362,//img.danawa.com/prod_img/500000/362/153/img/18153362_1.jpg?shrink=330:*&_v=20230908095701,AMD(소켓AM5),AMD X670E,E-ATX (30.5x29.0cm),DDR5,4,192,,1.0,8,4,26,12,16,PCIe5.0 x16,3,100.0,27.0,0,USB 3.2 / USB 3.1 / RJ-45 / S/PDIF / 오디오잭,11504,91,202210,
ASUS PRIME B650M-A II STCOM,220010,https://prod.danawa.com/info/?pcode=19163258&cate=112751,ASUS,19163258,//img.danawa.com/prod_img/500000/258/163/img/19163258_1.jpg?shrink=330:*&_v=20230227154407,AMD(소켓AM5),AMD B650,M-ATX (24.4x24.4cm),DDR5,4,128,,1.0,4,2,26,14,8,PCIe4.0 x16,0,25.0,,22,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11568,65,202302,
ASUS ROG STRIX B760-I GAMING WIFI 코잇,330880,https://prod.danawa.com/info/?pcode=18716924&cate=112751,ASUS,18716924,//img.danawa.com/prod_img/500000/924/716/img/18716924_1.jpg?shrink=330:*&_v=20230110153425,인텔(소켓1700),인텔 B760,M-iTX (17.0x17.0cm),DDR5,2,64,1.0,,4,2,10,14,16,PCIe5.0 x16,3,25.0,9.0,6,USB 3.2 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3248,89,202301,
GIGABYTE H610M S2H V2 D4 듀러블에디션 제이씨현,118350,https://prod.danawa.com/info/?pcode=19242146&cate=112751,GIGABYTE,19242146,//img.danawa.com/prod_img/500000/146/242/img/19242146_1.jpg?shrink=330:*&_v=20230307130052,인텔(소켓1700),인텔 H610,M-ATX (23.0x21.5cm),DDR4,2,64,1.0,,4,1,6,12,12,PCIe4.0 x16,0,10.0,8.0,30,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,9264,64,202302,
ASRock B760 Pro RS D5 디앤디컴,222272,https://prod.danawa.com/info/?pcode=18652151&cate=112751,ASRock,18652151,//img.danawa.com/prod_img/500000/151/652/img/18652151_1.jpg?shrink=330:*&_v=20230105161216,인텔(소켓1700),인텔 B760,ATX (30.5x24.4cm),DDR5,4,128,2.0,,4,3,10,12,28,PCIe5.0 x16,4,25.0,12.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,11441,91,202301,
ASUS ProArt B550-CREATOR 대원씨티에스,271440,https://prod.danawa.com/info/?pcode=13746323&cate=112751,ASUS,13746323,//img.danawa.com/prod_img/500000/323/746/img/13746323_1.jpg?shrink=330:*&_v=20220712091916,AMD(소켓AM4),AMD B550,ATX (30.5x24.4cm),DDR4,4,,,,4,2,15,46,12,PCIe4.0 x16,0,25.0,14.0,7,USB 3.1 / USB 3.0 / USB 2.0 / 썬더볼트4 / RJ-45 / S/PDIF / 오디오잭,11568,328,202103,
ASRock B760M PG LIGHTNING D5 에즈윈,164669,https://prod.danawa.com/info/?pcode=20530115&cate=112751,ASRock,20530115,//img.danawa.com/prod_img/500000/115/530/img/20530115_1.jpg?shrink=330:*&_v=20230613181110,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,192,2.0,,4,3,10,14,20,PCIe4.0 x16,4,25.0,9.0,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8193,75,202306,
ASRock H610M-HDV/M.2+ D5 디앤디컴,106021,https://prod.danawa.com/info/?pcode=27409910&cate=112751,ASRock,27409910,//img.danawa.com/prod_img/500000/910/409/img/27409910_1.jpg?shrink=330:*&_v=20230906143011,인텔(소켓1700),인텔 H610,M-ATX (22.0x19.3cm),DDR5,2,96,2.0,,4,1,6,14,12,PCIe4.0 x16,0,10.0,8.0,22,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,10288,64,202308,
ASRock Z790 PG Lightning D5 에즈윈,286250,https://prod.danawa.com/info/?pcode=18052340&cate=112751,ASRock,18052340,//img.danawa.com/prod_img/500000/340/052/img/18052340_1.jpg?shrink=330:*&_v=20230109144734,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,2.0,,4,4,11,14,28,PCIe5.0 x16,4,25.0,16.0,2,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11569,75,202210,
ASUS ROG STRIX Z790-I GAMING WIFI STCOM,763150,https://prod.danawa.com/info/?pcode=18059699&cate=112751,ASUS,18059699,//img.danawa.com/prod_img/500000/699/059/img/18059699_1.jpg?shrink=330:*&_v=20221111125554,인텔(소켓1700),인텔 Z790,M-iTX (17.0x17.0cm),DDR5,2,64,1.0,,2,2,26,14,16,PCIe5.0 x16,3,25.0,11.0,3,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / 썬더볼트4 / RJ-45,3152,73,202210,
ASUS ProArt X670E-CREATOR WIFI 대원씨티에스,736900,https://prod.danawa.com/info/?pcode=17926778&cate=112751,ASUS,17926778,//img.danawa.com/prod_img/500000/778/926/img/17926778_1.jpg?shrink=330:*&_v=20220927225909,AMD(소켓AM5),AMD X670E,ATX (30.5x24.4cm),DDR5,4,128,,1.0,4,4,26,46,24,PCIe5.0 x16,3,100.0,18.0,7,USB4 / USB 3.2 / USB 3.1 / USB 2.0 / RJ-45 / 오디오잭,3184,72,202209,
ASRock X670E Taichi 디앤디컴,869890,https://prod.danawa.com/info/?pcode=17929628&cate=112751,ASRock,17929628,//img.danawa.com/prod_img/500000/628/929/img/17929628_1.jpg?shrink=330:*&_v=20230830170901,AMD(소켓AM5),AMD X670E,E-ATX (30.5x26.7cm),DDR5,4,192,1.0,1.0,8,4,27,47,16,PCIe5.0 x16,3,25.0,27.0,3,USB4 / USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,3184,92,202209,
ASUS TUF Gaming B650M-PLUS STCOM,285720,https://prod.danawa.com/info/?pcode=18044519&cate=112751,ASUS,18044519,//img.danawa.com/prod_img/500000/519/044/img/18044519_1.jpg?shrink=330:*&_v=20221019171041,AMD(소켓AM5),AMD B650,M-ATX (24.4x24.4cm),DDR5,4,128,,1.0,4,2,26,14,12,PCIe4.0 x16,0,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,3380,75,202210,
ASUS EX A320M-GAMING 대원씨티에스,161580,https://prod.danawa.com/info/?pcode=7452148&cate=112751,ASUS EX,7452148,//img.danawa.com/prod_img/500000/148/452/img/7452148_1.jpg?shrink=330:*&_v=20220712091917,AMD(소켓AM4),AMD A320,M-ATX (24.4x24.4cm),DDR4,4,64,,,4,1,5,46,4,PCIe3.0 x16,0,10.0,6.0,10,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,0,336,201804,
GIGABYTE B760 AORUS ELITE AX 피씨디렉트,288290,https://prod.danawa.com/info/?pcode=18781067&cate=112751,GIGABYTE,18781067,//img.danawa.com/prod_img/500000/067/781/img/18781067_1.jpg?shrink=330:*&_v=20230208131643,인텔(소켓1700),인텔 B760,ATX (30.5x24.4cm),DDR5,4,128,2.0,,4,3,10,40,12,PCIe4.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,75,202301,
ASUS PRIME Z790-A WIFI-CSM STCOM,428910,https://prod.danawa.com/info/?pcode=18058475&cate=112751,ASUS,18058475,//img.danawa.com/prod_img/500000/475/058/img/18058475_1.jpg?shrink=330:*&_v=20221025093735,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,1.0,,4,4,11,46,28,PCIe5.0 x16,3,25.0,17.0,6,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / 오디오잭,11444,91,202210,
ASRock Z790 Pro RS D5 에즈윈,339086,https://prod.danawa.com/info/?pcode=18052067&cate=112751,ASRock,18052067,//img.danawa.com/prod_img/500000/067/052/img/18052067_1.jpg?shrink=330:*&_v=20230104154354,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,2.0,,8,4,10,12,28,PCIe5.0 x16,4,25.0,16.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11377,93,202210,
ASUS TUF Gaming B660M-E D4 STCOM,181950,https://prod.danawa.com/info/?pcode=16103105&cate=112751,ASUS,16103105,//img.danawa.com/prod_img/500000/105/103/img/16103105_1.jpg?shrink=330:*&_v=20220413105803,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,14,14,14,PCIe4.0 x16,4,25.0,10.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,3248,88,202201,
NZXT N7 Z790 Matte Black,445790,https://prod.danawa.com/info/?pcode=18967898&cate=112751,NZXT,18967898,//img.danawa.com/prod_img/500000/898/967/img/18967898_1.jpg?shrink=330:*&_v=20230223154532,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,2.0,1.0,4,3,11,46,28,PCIe5.0 x16,3,25.0,19.0,2,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,2160,75,202302,
ASUS PRIME H610M-D D4 코잇,100380,https://prod.danawa.com/info/?pcode=16095767&cate=112751,ASUS,16095767,//img.danawa.com/prod_img/500000/767/095/img/16095767_1.jpg?shrink=330:*&_v=20220413110235,인텔(소켓1700),인텔 H610,M-ATX (23.4x20.3cm),DDR4,2,64,1.0,,4,1,7,14,14,PCIe4.0 x16,0,10.0,,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2 / 시리얼포트,9264,64,202201,
ASUS TUF Gaming B760M-PLUS WIFI STCOM,254600,https://prod.danawa.com/info/?pcode=19608629&cate=112751,ASUS,19608629,//img.danawa.com/prod_img/500000/629/608/img/19608629_1.jpg?shrink=330:*&_v=20230908155517,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,,4,2,10,14,24,PCIe5.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3252,75,202304,
ASRock X670E Pro RS 에즈윈,438180,https://prod.danawa.com/info/?pcode=17926424&cate=112751,ASRock,17926424,//img.danawa.com/prod_img/500000/424/926/img/17926424_1.jpg?shrink=330:*&_v=20220927220056,AMD(소켓AM5),AMD X670E,ATX (30.5x24.4cm),DDR5,4,128,1.0,1.0,6,5,31,14,24,PCIe5.0 x16,3,25.0,17.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11376,92,202209,
ASUS ROG STRIX Z790-E GAMING WIFI 코잇,697620,https://prod.danawa.com/info/?pcode=18254966&cate=112751,ASUS,18254966,//img.danawa.com/prod_img/500000/966/254/img/18254966_1.jpg?shrink=330:*&_v=20221111124708,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,1.0,,4,5,27,46,28,PCIe5.0 x16,3,25.0,19.0,6,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,3188,89,202210,
ASUS ROG STRIX B760-G GAMING WIFI 코잇,260250,https://prod.danawa.com/info/?pcode=19903481&cate=112751,ASUS,19903481,//img.danawa.com/prod_img/500000/481/903/img/19903481_1.jpg?shrink=330:*&_v=20230814165656,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,,4,2,10,14,24,PCIe5.0 x16,3,25.0,13.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / BIOS 플래시백,3252,89,202304,
GIGABYTE Z790 GAMING X 제이씨현,321390,https://prod.danawa.com/info/?pcode=18330392&cate=112751,GIGABYTE,18330392,//img.danawa.com/prod_img/500000/392/330/img/18330392_1.jpg?shrink=330:*&_v=20221121124212,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,1.0,,6,4,11,40,24,PCIe5.0 x16,0,25.0,19.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,75,202211,
ASUS PRO WS W790E-SAGE SE STCOM,2031770,https://prod.danawa.com/info/?pcode=25129808&cate=112751,ASUS,25129808,//img.danawa.com/prod_img/500000/808/129/img/25129808_1.jpg?shrink=330:*&_v=20230801172131,인텔(소켓4677),인텔 W790,EEB (30.5x33.0cm),DDR5,8,2048.0,1.0,,8,3,26,46,16,PCIe5.0 x16,4,100.0,16.0,16,USB 3.2 / USB 3.1 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / BIOS 플래시백 / 클리어CMOS,8368,73,202308,
ASUS PRO WS W790-ACE STCOM,1377090,https://prod.danawa.com/info/?pcode=25208807&cate=112751,ASUS,25208807,//img.danawa.com/prod_img/500000/807/208/img/25208807_1.jpg?shrink=330:*&_v=20230801124210,인텔(소켓4677),인텔 W790,CEB (30.5x26.7cm),DDR5,8,2048.0,1.0,,4,2,0,0,16,PCIe5.0 x16,0,100.0,14.0,0,USB 3.2 / USB 3.1 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / BIOS 플래시백 / 클리어CMOS,8304,73,202308,
GIGABYTE B760M D2H D4 제이씨현,138620,https://prod.danawa.com/info/?pcode=21574646&cate=112751,GIGABYTE,21574646,//img.danawa.com/prod_img/500000/646/574/img/21574646_1.jpg?shrink=330:*&_v=20230717170753,인텔(소켓1700),인텔 B760,M-ATX (24.4x22.5cm),DDR4,2,64,2.0,,4,2,10,8,12,PCIe4.0 x16,0,25.0,9.0,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11312,1,202307,
MSI MPG Z790I 엣지 WIFI,649700,https://prod.danawa.com/info/?pcode=18060392&cate=112751,MSI,18060392,//img.danawa.com/prod_img/500000/392/060/img/18060392_1.jpg?shrink=330:*&_v=20230808172828,인텔(소켓1700),인텔 Z790,M-iTX (17.0x17.0cm),DDR5,2,96,2.0,,4,3,15,8,16,PCIe5.0 x16,3,25.0,12.0,6,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / 오디오잭,10352,75,202210,
ASRock Z790 스틸레전드 WiFi D5 디앤디컴,400205,https://prod.danawa.com/info/?pcode=18060374&cate=112751,ASRock,18060374,//img.danawa.com/prod_img/500000/374/060/img/18060374_1.jpg?shrink=330:*&_v=20230530092749,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,2.0,,8,5,26,14,28,PCIe5.0 x16,3,25.0,18.0,6,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,11377,93,202210,
ASUS PRIME H770-PLUS 인텍앤컴퍼니,233420,https://prod.danawa.com/info/?pcode=27157916&cate=112751,ASUS,27157916,//img.danawa.com/prod_img/500000/916/157/img/27157916_1.jpg?shrink=330:*&_v=20230807131846,인텔(소켓1700),인텔 H770,ATX (30.5x24.4cm),DDR5,4,192,1.0,,4,3,11,46,28,PCIe5.0 x16,4,25.0,,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,11317,73,202308,
ASRock B650 LiveMixer 대원씨티에스,308820,https://prod.danawa.com/info/?pcode=18718865&cate=112751,ASRock,18718865,//img.danawa.com/prod_img/500000/865/718/img/18718865_1.jpg?shrink=330:*&_v=20230110170441,AMD(소켓AM5),AMD B650,ATX (30.5x24.4cm),DDR5,4,128,1.0,1.0,2,3,26,12,8,PCIe4.0 x16,4,25.0,17.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11377,93,202210,
ASUS PRIME Z790M-PLUS-CSM 코잇,329860,https://prod.danawa.com/info/?pcode=20079008&cate=112751,ASUS,20079008,//img.danawa.com/prod_img/500000/008/079/img/20079008_1.jpg?shrink=330:*&_v=20230509150433,인텔(소켓1700),인텔 Z790,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,,4,3,11,14,24,PCIe5.0 x16,4,10.0,11.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,11570,67,202305,
ASRock B550M Phantom Gaming 4 대원씨티에스,111240,https://prod.danawa.com/info/?pcode=19627397&cate=112751,ASRock,19627397,//img.danawa.com/prod_img/500000/397/627/img/19627397_1.jpg?shrink=330:*&_v=20230404164345,AMD(소켓AM4),AMD B550,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,7,8,12,PCIe4.0 x16,0,10.0,8.0,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11312,64,202304,
ASRock B660M Pro RS D4 대원씨티에스,143640,https://prod.danawa.com/info/?pcode=27632780&cate=112751,ASRock,27632780,//img.danawa.com/prod_img/500000/780/632/img/27632780_1.jpg?shrink=330:*&_v=20230817143646,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,15,14,14,PCIe4.0 x16,4,10.0,8.0,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11569,88,202308,
ASUS ROG CROSSHAIR X670E Gene STCOM,823980,https://prod.danawa.com/info/?pcode=17926757&cate=112751,ASUS,17926757,//img.danawa.com/prod_img/500000/757/926/img/17926757_1.jpg?shrink=330:*&_v=20220927224247,AMD(소켓AM5),AMD X670E,M-ATX (24.4x24.4cm),DDR5,2,64,,1.0,4,3,26,46,16,PCIe5.0 x16,3,25.0,18.0,1,USB4 / USB 3.1 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,3184,72,202209,
ASRock A520M-HDV 대원씨티에스,72260,https://prod.danawa.com/info/?pcode=18403331&cate=112751,ASRock,18403331,//img.danawa.com/prod_img/500000/331/403/img/18403331_1.jpg?shrink=330:*&_v=20221201075716,AMD(소켓AM4),AMD A520,M-ATX (23.0x20.1cm),DDR4,2,64,,,4,1,7,0,4,PCIe3.0 x16,0,10.0,6.0,26,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,64,202008,
ASUS TUF Gaming B650M-PLUS WIFI STCOM,300760,https://prod.danawa.com/info/?pcode=18044522&cate=112751,ASUS,18044522,//img.danawa.com/prod_img/500000/522/044/img/18044522_1.jpg?shrink=330:*&_v=20221019171101,AMD(소켓AM5),AMD B650,M-ATX (24.4x24.4cm),DDR5,4,128,,1.0,4,2,26,14,12,PCIe4.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,3380,75,202210,
ASUS TUF Gaming B660M-PLUS D4 STCOM,211890,https://prod.danawa.com/info/?pcode=16103102&cate=112751,ASUS,16103102,//img.danawa.com/prod_img/500000/102/103/img/16103102_1.jpg?shrink=330:*&_v=20230626085519,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,14,14,30,PCIe5.0 x16,0,25.0,11.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3377,90,202201,
ASRock H610M-HVS/M.2 R2.0 D4 디앤디컴,93933,https://prod.danawa.com/info/?pcode=17793371&cate=112751,ASRock,17793371,//img.danawa.com/prod_img/500000/371/793/img/17793371_1.jpg?shrink=330:*&_v=20220906141002,인텔(소켓1700),인텔 H610,M-ATX (22.3x18.8cm),DDR4,2,64,1.0,,4,1,7,14,12,PCIe4.0 x16,0,10.0,7.0,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,64,202209,
ASRock Z790 PG Lightning SE D5 에즈윈 (벌크),267269,https://prod.danawa.com/info/?pcode=19566989&cate=112751,ASRock,19566989,//img.danawa.com/prod_img/500000/989/566/img/19566989_1.jpg?shrink=330:*&_v=20230330141718,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,2.0,,4,2,11,14,28,PCIe5.0 x16,4,25.0,16.0,6,USB 3.2 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,11569,67,202303,
ASRock B550M-HDV 디앤디컴,96720,https://prod.danawa.com/info/?pcode=12797720&cate=112751,ASRock,12797720,//img.danawa.com/prod_img/500000/720/797/img/12797720_1.jpg?shrink=330:*&_v=20230615171125,AMD(소켓AM4),AMD B550,M-ATX (23.0x20.1cm),DDR4,2,64,1.0,,4,1,7,15,12,PCIe4.0 x16,0,10.0,6.0,26,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,64,202011,
ASRock Z790 Pro RS D5 디앤디컴,329220,https://prod.danawa.com/info/?pcode=18060353&cate=112751,ASRock,18060353,//img.danawa.com/prod_img/500000/353/060/img/18060353_1.jpg?shrink=330:*&_v=20221230113342,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,2.0,,8,4,10,12,28,PCIe5.0 x16,4,25.0,16.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11377,93,202210,
MSI PRO B760M-G DDR4,140000,https://prod.danawa.com/info/?pcode=18652886&cate=112751,MSI,18652886,//img.danawa.com/prod_img/500000/886/652/img/18652886_1.jpg?shrink=330:*&_v=20230103230000,인텔(소켓1700),인텔 B760,M-ATX (24.4x22cm),DDR4,2,64,1.0,,4,2,11,14,8,PCIe4.0 x16,0,25.0,8.0,22,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,3120,72,202301,
ASUS ROG STRIX B760-G GAMING WIFI 인텍앤컴퍼니,324000,https://prod.danawa.com/info/?pcode=19772675&cate=112751,ASUS,19772675,//img.danawa.com/prod_img/500000/675/772/img/19772675_1.jpg?shrink=330:*&_v=20230915162332,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,,4,2,10,14,24,PCIe5.0 x16,3,25.0,13.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / BIOS 플래시백,3252,89,202304,
GIGABYTE H610M K 제이씨현,106830,https://prod.danawa.com/info/?pcode=19938515&cate=112751,GIGABYTE,19938515,//img.danawa.com/prod_img/500000/515/938/img/19938515_1.jpg?shrink=330:*&_v=20230426153647,인텔(소켓1700),인텔 H610,M-ATX (23.0x21.5cm),DDR5,2,96,1.0,,2,1,6,12,12,PCIe4.0 x16,0,10.0,5.0,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,8240,64,202304,
ASUS TUF Gaming B760M-PLUS 인텍앤컴퍼니,223190,https://prod.danawa.com/info/?pcode=19772732&cate=112751,ASUS,19772732,//img.danawa.com/prod_img/500000/732/772/img/19772732_1.jpg?shrink=330:*&_v=20230915163109,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,,4,2,10,14,24,PCIe5.0 x16,0,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3252,75,202304,
ASUS ROG STRIX B760-A GAMING WIFI STCOM,325410,https://prod.danawa.com/info/?pcode=19606709&cate=112751,ASUS,19606709,//img.danawa.com/prod_img/500000/709/606/img/19606709_1.jpg?shrink=330:*&_v=20230908154451,인텔(소켓1700),인텔 B760,ATX (30.5x24.4cm),DDR5,4,128,1.0,,4,3,10,46,20,PCIe5.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / BIOS 플래시백,3252,89,202304,
BIOSTAR A320MH PRO 이엠텍,,https://prod.danawa.com/info/?pcode=5064931&cate=112751,BIOSTAR,5064931,//img.danawa.com/prod_img/500000/931/064/img/5064931_1.jpg?shrink=330:*&_v=20200406174445,AMD(소켓AM4),AMD A320,M-ATX (22.6x18.4cm),DDR4,2,32,,,4,,0,0,4,PCIe3.0 x16,0,10.0,5.0,18,USB 3.0 / USB 2.0 / 오디오잭 / PS/2,0,0,201704,
ASRock B760M PG Riptide D5 에즈윈,171856,https://prod.danawa.com/info/?pcode=18646934&cate=112751,ASRock,18646934,//img.danawa.com/prod_img/500000/934/646/img/18646934_1.jpg?shrink=330:*&_v=20230109144548,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,128,2.0,,4,2,10,8,8,PCIe4.0 x16,4,25.0,16.0,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11568,89,202301,
ASUS ROG STRIX B660-I GAMING WIFI 코잇,317380,https://prod.danawa.com/info/?pcode=16099889&cate=112751,ASUS,16099889,//img.danawa.com/prod_img/500000/889/099/img/16099889_1.jpg?shrink=330:*&_v=20220215141315,인텔(소켓1700),인텔 B660,M-iTX (17.0x17.0cm),DDR5,2,64,1.0,,4,2,14,14,26,PCIe5.0 x16,3,25.0,9.0,6,USB 3.2 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,3248,88,202201,
ASRock B450 스틸레전드 디앤디컴,231000,https://prod.danawa.com/info/?pcode=7015291&cate=112751,ASRock,7015291,//img.danawa.com/prod_img/500000/291/015/img/7015291_1.jpg?shrink=330:*&_v=20210831172934,AMD(소켓AM4),AMD B450,ATX (30.5x24.4cm),DDR4,4,64,1.0,,6,2,7,47,4,PCIe3.0 x16,0,10.0,6.0,6,USB 3.1 / USB 3.0 / RJ-45 / 오디오잭 / PS/2,0,88,201901,
GIGABYTE B760 AORUS ELITE D4 제이씨현,224620,https://prod.danawa.com/info/?pcode=18650654&cate=112751,GIGABYTE,18650654,//img.danawa.com/prod_img/500000/654/650/img/18650654_1.jpg?shrink=330:*&_v=20230117150358,인텔(소켓1700),인텔 B760,ATX (30.5x24.4cm),DDR4,4,128,2.0,,4,3,10,40,12,PCIe4.0 x16,0,25.0,14.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,75,202301,
ASUS ROG STRIX X670E-I GAMING WIFI STCOM,673980,https://prod.danawa.com/info/?pcode=17926751&cate=112751,ASUS,17926751,//img.danawa.com/prod_img/500000/751/926/img/17926751_1.jpg?shrink=330:*&_v=20220930133340,AMD(소켓AM5),AMD X670E,M-iTX (17.0x17.0cm),DDR5,2,64,,1.0,2,2,26,14,16,PCIe5.0 x16,3,25.0,12.0,3,USB4 / USB 3.1 / USB 2.0 / RJ-45 / 오디오잭,3216,72,202209,
